Popularidad;external_id;price;currency;price_per_sqm;expenses;location;neighborhood;province;total_area;covered_area;rooms;bedrooms;bathrooms;parking;publication_url;scraped_at
969;58290100;355000;USD;1319;;Coronel Apolinario Figueroa 1700;Caballito;Capital Federal;269;;5;4;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-5-amb.-apto-credito-caballito-norte-58290100.html?n_src=Listado&n_pills=Parrilla&n_pg=33&n_pos=12;2026-02-10T14:12:25.931233
2323;58276079;145000;USD;1318;220000;Diaz Velez al 3400;Almagro;Capital Federal;110;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-almagro-58276079.html?n_src=Listado&n_pills=Encargado&n_pg=79&n_pos=7;2026-02-10T14:29:43.506576
1876;58283609;150000;USD;1315;77000;Boulogne Sur Mer 500;Balvanera;Capital Federal;114;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-amb-balvanera-2patios-apto-credito-58283609.html?n_src=Listado&n_pills=Parrilla&n_pg=63&n_pos=28;2026-02-10T14:23:40.431320
675;58294620;310000;USD;1313;;Bahia Blanca al 2700;Monte Castro;Capital Federal;236;;4;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-bahia-blanca-2700-venta-casa-4-ambientes-con-cochera-y-58294620.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=23&n_pos=18;2026-02-10T14:08:44.288479
701;58294551;310000;USD;1313;;Bahia Blanca al 2700;Villa del Parque;Capital Federal;236;;4;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-bahia-blanca-2700-venta-casa-4-ambientes-con-cochera-y-58294551.html?n_src=Listado&n_pills=Encargado&n_pg=24&n_pos=14;2026-02-10T14:09:04.902295
1071;58294558;310000;USD;1313;;Bahia Blanca al 2700;Villa del Parque;Capital Federal;236;;4;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-bahia-blanca-2700-venta-casa-4-ambientes-con-cochera-y-58294558.html?n_src=Listado&n_pills=Encargado&n_pg=36&n_pos=25;2026-02-10T14:13:32.291760
1299;58288580;310000;USD;1313;;Bahia Blanca al 2700;Villa Devoto;Capital Federal;236;;4;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-bahia-blanca-2700-venta-casa-4-ambientes-con-cochera-y-58288580.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=44&n_pos=18;2026-02-10T14:16:36.286263
2985;58289958;190000;USD;3454;300000;Avenida del Mirador 500;Rincón de Milberg;Tigre;55;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-amb-nordelta-balcon-cochera-vista-58289958.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=101&n_pos=12;2026-02-10T14:38:16.793675
398;58271148;210000;USD;1312;;Caracas al 4600;Villa Pueyrredón;Capital Federal;160;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-v.-pueyrredon-160-m-sup2--cochera-parrilla-58271148.html?n_src=Listado&n_pills=Quincho&n_pg=14&n_pos=9;2026-02-10T14:05:18.902738
841;58291028;370000;USD;1312;;Holmberg 3800;Saavedra;Capital Federal;282;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-dos-plantas-c-jardin.-opcion-inversion-58291028.html?n_src=Listado&n_pills=Parrilla&n_pg=29&n_pos=4;2026-02-10T14:10:54.499065
2326;58306977;470000;USD;1312;;General Martín de Gainza 400;Caballito;Capital Federal;358;;6;5;4;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-de-6-ambientes-en-caballito-58306977.html?n_src=Listado&n_pills=Pileta&n_pg=79&n_pos=10;2026-02-10T14:29:43.610566
2828;58311226;260000;USD;3466;300000;Santa Catalina 3200, Victoria, SAN Fernando;San Fernando;GBA Norte;75;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-amb-en-venta-en-terrazas-del-sol-58311226.html?n_src=Listado&n_pills=Terraza&n_pg=96&n_pos=5;2026-02-10T14:36:18.600542
1000;58291377;135000;USD;1310;220000;AV EVA PERON 1600;Parque Chacabuco;Capital Federal;103;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-a-m-de-parque-chacabuco-gran-patio-3-ambientes-58291377.html?n_src=Listado&n_pills=Luminoso&n_pg=34&n_pos=13;2026-02-10T14:12:49.958647
522;58299493;140000;USD;1308;;Avenida Medrano 1400;Palermo;Capital Federal;107;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-3-ambientes-c-terr-propia-107-m-sup2--palermo-58299493.html?n_src=Listado&n_pills=Terraza&n_pg=18&n_pos=13;2026-02-10T14:06:53.413749
895;58278167;73000;USD;1303;;Av. Juan Bautista Alberdi al 4100;Floresta;Capital Federal;56;;3;;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-3-ambientes-en-floresta-58278167.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=30&n_pos=28;2026-02-10T14:11:20.319642
1082;58301817;125000;USD;1302;144000;Avenida Avellaneda 4300;Floresta;Capital Federal;96;;5;4;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-5-ambientes-floresta-reciclado-58301817.html?n_src=Listado&n_pills=Terraza&n_pg=37&n_pos=6;2026-02-10T14:13:51.513141
941;58291996;82000;USD;1301;150000;Rincon 700;San Cristobal;Capital Federal;63;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-tres-ambientes-con-balcon-58291996.html?n_src=Listado&n_pills=SUM&n_pg=32&n_pos=14;2026-02-10T14:12:05.028044
1580;58275954;195000;USD;1300;230000;Núñez Capital Federal al 2400;Núñez;Capital Federal;150;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-nunez-58275954.html?n_src=Listado&n_pills=Terraza&n_pg=53&n_pos=30;2026-02-10T14:19:50.344748
70;58273522;179000;USD;1297;;campana 5435. Entre Bazurco y Cochrane;Villa Devoto;Capital Federal;138;;3;;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-espectacular-ph-3-amb-a-nuevo!-patio-quincho-58273522.html?n_src=Listado&n_pills=Quincho&n_pg=3&n_pos=11;2026-02-10T14:01:09.335222
2474;58312678;320000;USD;1295;;Nueva York al 5200;Villa Devoto;Capital Federal;247;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-villa-devoto-58312678.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=84&n_pos=8;2026-02-10T14:31:39.044135
1317;58281877;220000;USD;1294;;Rocha 1500;Barracas;Capital Federal;170;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-4-ambientes-con-hermosa-terraza-propia-en-barracas-58281877.html?n_src=Listado&n_pills=Terraza&n_pg=45&n_pos=6;2026-02-10T14:16:58.655242
2911;58305567;340000;USD;1292;;Avenida Lisandro de la Torre 4500;Villa Riachuelo;Capital Federal;263;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-4-ambientes-con-pileta-pleyroom-lugano-58305567.html?n_src=Listado&n_pills=Terraza&n_pg=98&n_pos=28;2026-02-10T14:37:04.142172
1969;58280036;155000;USD;1291;200000;Vidal 2400;Belgrano;Capital Federal;120;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-patio-cochera-belgrano-permuta-58280036.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=67&n_pos=6;2026-02-10T14:25:13.151944
2012;58287077;133000;USD;1291;248000;Avenida Corrientes 3500;Almagro;Capital Federal;103;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-amb-almagro-terraza-pileta-58287077.html?n_src=Listado&n_pills=Pileta&n_pg=68&n_pos=22;2026-02-10T14:25:35.600322
661;58285561;103000;USD;1287;;Quirno 79;Flores;Capital Federal;80;;4;3;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto.-4-amb-balcon-corrido-lavadero-indep.-2-58285561.html?n_src=Listado&n_pills=Encargado&n_pg=23&n_pos=4;2026-02-10T14:08:43.775517
2206;58285316;103001;USD;1287;;Quirno 81;Flores;Capital Federal;80;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto.-3-amb-balcon-corrido-dep.-de-servicio-58285316.html?n_src=Listado&n_pills=Encargado&n_pg=75&n_pos=8;2026-02-10T14:28:14.498905
217;58274729;180000;USD;1285;270000;Av. Rivadavia 5141;Caballito;Capital Federal;140;;4;3;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-en-caballito-con-patio-58274729.html?n_src=Listado&n_pills=Terraza&n_pg=8&n_pos=8;2026-02-10T14:03:01.539502
1438;58296982;90000;USD;1285;;Francisco Bilbao 5737;Mataderos;Capital Federal;70;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-hermosa-casa-en-mataderos-58296982.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=49&n_pos=7;2026-02-10T14:18:27.897450
1419;58270330;175000;USD;3500;100000;Avenida del Libertador 2800;Olivos;Vicente López;50;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-espectacular-2amb-con-balcon-y-cochera-58270330.html?n_src=Listado&n_pg=48&n_pos=18;2026-02-10T14:18:07.512272
1639;58275811;350000;USD;3500;;Departamento con Jardín de 3 Ambientes en Miradores de la Bahia, Nordelta.;Miradores de la Bahía;Nordelta;100;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-con-jardin-de-3-ambientes-en-miradores-de-58275811.html?n_src=Listado&n_pills=Pileta&n_pg=55&n_pos=29;2026-02-10T14:20:36.062361
1703;58268660;89900;USD;1284;200000;Pichincha 500;Balvanera;Capital Federal;70;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-c-depend-balvanera-58268660.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=58&n_pos=4;2026-02-10T14:21:42.122623
2880;58314168;66800;USD;1284;300000;Avenida Hipólito Yrigoyen 1400;Monserrat;Capital Federal;52;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-monserrat-3-amb-apto-profesional-58314168.html?n_src=Listado&n_pills=Encargado&n_pg=97&n_pos=27;2026-02-10T14:36:40.045685
438;58288378;68000;USD;1283;80000;Talcahuano 0;San Nicolás;Capital Federal;53;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-a-la-venta!-58288378.html?n_src=Listado&n_pg=15&n_pos=19;2026-02-10T14:05:44.296163
804;58265609;94900;USD;1282;70000;Cañada de Gómez 1146;Liniers;Capital Federal;74;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-ph-departamento-3-ambientes-con-patio-apto-58265609.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=27&n_pos=27;2026-02-10T14:10:12.061925
35;58260631;142000;USD;1279;;Pasaje Centenario 109;Parque Rivadavia;Caballito;111;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphpa-ph-triple.-sin-expensas-58260631.html?n_src=Listado&n_pills=Terraza&n_pg=2&n_pos=6;2026-02-10T14:00:49.565275
2590;58275847;179000;USD;3509;;Departamento en Venta en Qbay Golf, Islas del Golf, Nordelta;Qbay Golf;Nordelta;51;;2;2;1;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-qbay-golf-islas-del-golf-58275847.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=88&n_pos=4;2026-02-10T14:33:14.801470
2508;58312919;335000;USD;1278;;Zamudio al 4200;Villa Pueyrredón;Capital Federal;262;;4;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-4-ambientes-con-cochera-y-terraza-villa-58312919.html?n_src=Listado&n_pills=Terraza&n_pg=85&n_pos=12;2026-02-10T14:32:02.115823
309;58289326;170000;USD;1278;2;Lerma al 400;Villa Crespo;Capital Federal;133;;3;1;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin--duplex-en-piso-2-por-escalera-con-playroom-en-piso-58289326.html?n_src=Listado&n_pills=Terraza&n_pg=11&n_pos=10;2026-02-10T14:04:11.330795
2153;58305403;390000;USD;3513;345000;Ladislao Martínez 200;Martínez;San Isidro;111;;4;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-en-venta-cuatro-amb.-martinez-con-renta-58305403.html?n_src=Listado&n_pills=Terraza&n_pg=73&n_pos=15;2026-02-10T14:27:30.375866
227;58264852;235000;USD;1277;;Patron 7000;Liniers;Capital Federal;184;;3;2;1;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-chalet-en-venta-3-ambientes-patio-pileta-en-58264852.html?n_src=Listado&n_pills=Pileta&n_pg=8&n_pos=18;2026-02-10T14:03:01.946953
2161;58289595;310000;USD;3522;460000;Lima 1000;Complejo Pasionaria Martinez;Martínez;88;;3;2;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-excelente-depto-3-amb.-en-pasionaria-i-san-isidro-58289595.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=73&n_pos=23;2026-02-10T14:27:30.738952
2069;58307459;230000;USD;1277;;Alejandro Magariños Cervantes 3100;Villa Santa Rita;Capital Federal;180;;4;3;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta.-ph.-4-ambientes.-v-santa-rita.-caba-58307459.html?n_src=Listado&n_pills=Terraza&n_pg=70&n_pos=19;2026-02-10T14:26:19.602140
1785;58270298;370000;USD;1275;;Cachimayo 1400;Parque Chacabuco;Capital Federal;290;;5;4;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-parque-chacabuco-5-ambientes-quincho-cochera-58270298.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=60&n_pos=26;2026-02-10T14:22:31.141480
337;58288681;200000;USD;1273;;RAMON FREIRE 1300. Entre Virrey Arredondo y Virrey Olaguer Y Feliu;Colegiales;Capital Federal;157;;7;6;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-espacios-amplios-para-crear-un-hogar-propio-58288681.html?n_src=Listado&n_pg=12&n_pos=8;2026-02-10T14:04:30.991600
1300;58289375;300000;USD;3529;270000;Juan Diaz DE Solís al 1400;Vicente López;Vicente López;85;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-3-ambientes-en-vicente-lopez-con-58289375.html?n_src=Listado&n_pills=Encargado&n_pg=44&n_pos=19;2026-02-10T14:16:36.355589
3081;58310555;480000;USD;3529;720000;Avda del Golf / Nordelta/ Edif. Acqua Golf 2;Nordelta;Tigre;136;;4;3;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-acqua-58310555.html?n_src=Listado&n_pills=SUM&n_pg=104&n_pos=26;2026-02-10T14:39:28.815074
190;58309378;318000;USD;1272;;Bahía Blanca 2900;Villa Devoto;Capital Federal;250;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-de-4-ambientes-sobre-lote-de-8.66-x-16.97-con-58309378.html?n_src=Listado&n_pills=Pileta&n_pg=7&n_pos=11;2026-02-10T14:02:38.027533
2218;58312050;64900;USD;1272;128000;Alberti 1665;Parque Patricios;Capital Federal;51;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-luminoso-3-ambientes:-balcon-aire-y-tranquilidad-58312050.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=75&n_pos=20;2026-02-10T14:28:15.011696
2071;58295912;75000;USD;1271;80000;Avenida Lisandro de la Torre 5400;Villa Riachuelo;Capital Federal;59;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-villa-lugano-58295912.html?n_src=Listado&n_pg=70&n_pos=21;2026-02-10T14:26:19.673496
1008;58277547;240000;USD;1269;430000;Hipolito Yrigoyen al 1500 5°;Monserrat;Capital Federal;189;;4;3;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-semip-en-yrigoyen-al-1500-t-a-nuevo-espect-v-panor-58277547.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=34&n_pos=21;2026-02-10T14:12:50.313462
2026;58311283;165000;USD;1269;280000;Bolivar 1800. Entre Martín garcia y Uspallata;Barracas;Capital Federal;130;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-ambientes-con-dependencia-58311283.html?n_src=Listado&n_pills=Luminoso&n_pg=69&n_pos=6;2026-02-10T14:25:57.278016
1406;58305923;170000;USD;1268;150000;Lerma 400;Villa Crespo;Capital Federal;134;;3;1;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-3-amb-con-terraza-propia-en-villa-crespo-58305923.html?n_src=Listado&n_pills=Parrilla&n_pg=48&n_pos=5;2026-02-10T14:18:06.988465
2537;58306436;90000;USD;1267;241000;Avenida Lacarra 200;Velez Sarsfield;Capital Federal;71;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto-3-ambientes-luminoso-con-balcon-apto-credito-58306436.html?n_src=Listado&n_pills=Terraza&n_pg=86&n_pos=11;2026-02-10T14:32:26.652728
330;58286430;190000;USD;1266;;Cramer al 2600;Belgrano;Capital Federal;150;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-belgrano-ph-con-terraza-ph-3-ambientes-balcon-58286430.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=12&n_pos=1;2026-02-10T14:04:30.737249
2863;58309239;72000;USD;1263;100000;Crisóstomo Álvarez 2700;Flores;Capital Federal;57;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-impecable-3-amb-refaccionado-en-flores!-58309239.html?n_src=Listado&n_pg=97&n_pos=10;2026-02-10T14:36:39.364761
2315;58307451;389000;USD;1262;;Bufano 2600;Villa del Parque;Capital Federal;308;;5;4;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa.-5-ambientes.-venta.-villa-del-parque.-caba-58307451.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=78&n_pos=29;2026-02-10T14:29:19.428494
387;58274373;265000;USD;1261;;Pasaje Ingeniero Agustin Gonzalez 2200;Villa del Parque;Capital Federal;210;;6;5;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-6-ambientes-villa-del-parque-58274373.html?n_src=Listado&n_pills=Parrilla&n_pg=13&n_pos=28;2026-02-10T14:04:54.553153
2032;58284933;82000;USD;1261;85000;Jerónimo Salguero e/ Corrientes y Valentín Gomez;Almagro;Capital Federal;65;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-1-dormitorio-1-bano-65-58284933.html?n_src=Listado&n_pills=Luminoso&n_pg=69&n_pos=12;2026-02-10T14:25:57.496163
102;58292493;189000;USD;1260;;Bolivia al 5300;Villa Pueyrredón;Capital Federal;150;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-4-ambientes-villa-pueyrredon-58292493.html?n_src=Listado&n_pills=Terraza&n_pg=4&n_pos=13;2026-02-10T14:01:29.167670
2380;58302461;287000;USD;1258;;Estero Bellaco 7000;Liniers;Capital Federal;228;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-4-amb-con-pileta-liniers-58302461.html?n_src=Listado&n_pills=Terraza&n_pg=81&n_pos=4;2026-02-10T14:30:27.751327
1754;58312685;122000;USD;1257;;Donizetti 400;Villa Luro;Capital Federal;97;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-hermoso-ph-reciclado-a-nuevo-3-ambientes-con-58312685.html?n_src=Listado&n_pills=Terraza&n_pg=59&n_pos=25;2026-02-10T14:22:07.833004
2558;58305613;99000;USD;1253;130000;Pasaje Oruro 1100;Boedo;Capital Federal;79;;4;3;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-4-amb-cocina-separada-c-lavadero-boedo-58305613.html?n_src=Listado&n_pg=87&n_pos=2;2026-02-10T14:32:49.332245
19;58261990;72500;USD;1250;;Avenida Cobo 1500;Parque Chacabuco;Capital Federal;58;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-duplex-2-amb-con-quincho-y-terraza.-58261990.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=19;2026-02-10T14:00:29.497384
966;58280490;90000;USD;1250;10000;Crisólogo Larralde 6300;Villa Urquiza;Capital Federal;72;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-con-terraza-propia-58280490.html?n_src=Listado&n_pills=Terraza&n_pg=33&n_pos=9;2026-02-10T14:12:25.822105
976;58309973;75000;USD;1250;40000;Virrey Liniers al 1400;Boedo;Capital Federal;60;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-boedo-dos-ambientes-con-patio-y-bajas-expensas-58309973.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=33&n_pos=19;2026-02-10T14:12:26.245839
2039;58284421;165000;USD;1250;191000;Allende 2600;Monte Castro;Capital Federal;132;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-monte-castro-capital-58284421.html?n_src=Listado&n_pills=Parrilla&n_pg=69&n_pos=19;2026-02-10T14:25:57.755033
2444;58304578;75000;USD;1250;112000;Uriburu 500;Balvanera;Capital Federal;60;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-balvanera-capital-federal-58304578.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=83&n_pos=8;2026-02-10T14:31:17.884324
2971;58316155;65000;USD;1250;70000;Pieres 700;Liniers;Capital Federal;52;;1;;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-excelente-monoambiente-con-gran-patio!-58316155.html?n_src=Listado&n_pg=100&n_pos=28;2026-02-10T14:37:52.986732
1953;58299077;89900;USD;1248;245000;Avenida Gaona 3700;Flores;Capital Federal;72;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-ambientes-super-luminoso-en-flores-58299077.html?n_src=Listado&n_pills=Terraza&n_pg=66&n_pos=19;2026-02-10T14:24:48.694274
812;58294356;126000;USD;1247;;Avenida Canónigo Miguel Calixto del Corro 100;Villa Luro;Capital Federal;101;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-3amb.-villa-luro-pb-2-patios-y-parrilla-58294356.html?n_src=Listado&n_pills=Terraza&n_pg=28&n_pos=5;2026-02-10T14:10:31.148662
1681;58281511;186900;USD;1246;;Pergamino al 100;Flores;Capital Federal;150;;4;3;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-de-4-ambientes-reciclado-a-nuevo-con-terraza-y-58281511.html?n_src=Listado&n_pills=Parrilla&n_pg=57&n_pos=12;2026-02-10T14:21:22.332501
1814;58281512;186900;USD;1246;;Pergamino al 100;Floresta;Capital Federal;150;;4;3;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-de-4-ambientes-reciclado-a-nuevo-con-terraza-y-58281512.html?n_src=Listado&n_pills=Luminoso&n_pg=61&n_pos=25;2026-02-10T14:22:54.436919
2353;58305219;225000;USD;1243;;Severo García Grande de Zequeira 6500;Mataderos;Capital Federal;181;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-4-ambientes-cochera-terraza-58305219.html?n_src=Listado&n_pills=Terraza&n_pg=80&n_pos=7;2026-02-10T14:30:03.497828
180;58275354;138000;USD;1243;23000;Querandíes 4300;Almagro;Capital Federal;111;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-3-ambtes-balcon-y-terraza-propia-caballit-58275354.html?n_src=Listado&n_pills=Quincho&n_pg=7&n_pos=1;2026-02-10T14:02:37.664039
282;58303114;138000;USD;1243;;Sanchez y Juan Agustin Garcia;Villa General Mitre;Capital Federal;111;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-venta-3-ambientes-la-paternal-con-patio-sin-58303114.html?n_src=Listado&n_pills=SUM&n_pg=10&n_pos=13;2026-02-10T14:03:49.461473
1016;58300682;314000;USD;1241;;Salcedo al 3000;Parque Patricios;Capital Federal;253;;5;4;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-de-casa-lote-propio-de-5-ambientes-con-todo-en-58300682.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=34&n_pos=29;2026-02-10T14:12:50.600940
2169;58318323;269500;USD;1241;;Nogoya al 4400;Villa Devoto;Capital Federal;217;;5;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-casa-en-villa-devoto-58318323.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=74&n_pos=1;2026-02-10T14:27:50.209347
617;58285835;105000;USD;1235;;Avenida Lacarra 1300, Ciudad Autónoma de Buenos Aires, Argentina;Flores;Capital Federal;85;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-venta-en-flores-de-3-ambientes-con-patio-y-58285835.html?n_src=Listado&n_pills=Parrilla&n_pg=21&n_pos=18;2026-02-10T14:08:01.608716
2627;58305134;100000;USD;1234;;Hernandarias 300;La Boca;Capital Federal;81;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-3-amb-s-exp.-moderno-pque-lezama-permuta-58305134.html?n_src=Listado&n_pills=Terraza&n_pg=89&n_pos=11;2026-02-10T14:33:35.205259
3007;58317932;396000;USD;3666;;Ana. Venta Departamento 4 Ambientes en La Balconada, Castaños, Nordelta;Castaños - La Balconada;Nordelta;108;;0;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-en-la-balconada-58317932.html?n_src=Listado&n_pills=Parrilla&n_pg=102&n_pos=12;2026-02-10T14:38:40.485180
3021;58310264;220000;USD;3666;350000;Camino de los Remeros al 1500;Remeros Beach;Rincón de Milberg;60;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-2-amb-remeros-beach-58310264.html?n_src=Listado&n_pills=SUM&n_pg=102&n_pos=26;2026-02-10T14:38:41.065311
2289;58298800;165000;USD;1231;;Carhué 400;Liniers;Capital Federal;134;;5;4;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-5-ambientes-con-terraza-liniers-58298800.html?n_src=Listado&n_pills=Terraza&n_pg=78&n_pos=3;2026-02-10T14:29:18.421582
41;58262631;320000;USD;1230;;Iberá 5300;Villa Urquiza;Capital Federal;260;;4;3;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-lote-4-amb-villa-urquiza-permuta-58262631.html?n_src=Listado&n_pills=Pileta&n_pg=2&n_pos=12;2026-02-10T14:00:49.775049
